trial,formula,used_features,f1_macro,metric
329,log((((freq_per_tenure)^2 + new_inactive) - is_high_interaction)),freq_per_tenure|vip_low_interaction|new_inactive|is_high_interaction|contract_length,0.5008,0.5008
330,log((sqrt(test_5))^2),test_5|freq_per_tenure|payment_per_freq|test_4,0.5007,0.5007
331,(test_5 / age),test_5|age,0.5009,0.5009
332,log((is_high_interaction)^2),is_high_interaction|usage_cluster|vip_low_interaction,0.5026,0.5026
333,((log(interaction_per_freq) / gender_age_group) + vip_low_interaction),interaction_per_freq|test_4|gender_age_group|vip_low_interaction,0.4985,0.4985
335,(log(sqrt((new_inactive + renewal_pressure))) - contract_length),new_inactive|renewal_pressure|freq_per_tenure|payment_per_freq|contract_length,0.4998,0.4998
336,(sqrt(vip_low_interaction))^2,vip_low_interaction|frequent|age,0.5026,0.5026
337,(age - test_2),age|test_2,0.5002,0.5002
338,(test_2)^2,test_2|renewal_pressure,0.5026,0.5026
339,(log(interaction_per_freq) - after_interaction),interaction_per_freq|interaction_rate|after_interaction,0.5001,0.5001
340,(freq(gender) - renewal_pressure),gender|renewal_pressure,0.4980,0.4980
341,(((sqrt(contract_length) * is_older_group))^2 / frequent),contract_length|payment_interval|is_older_group|interaction_rate|frequent,0.5005,0.5005
343,log((interaction_rate / test_3)),interaction_rate|test_3|test_4,0.5012,0.5012
344,(log((sqrt(renewal_pressure))^2) + interaction_per_freq),renewal_pressure|payment_interval|payment_per_freq|after_interaction|interaction_per_freq,0.5007,0.5007
345,(tenure * contract_ratio),tenure|contract_ratio,0.5025,0.5025
346,(freq(subscription_type) * frequent),subscription_type|frequent,0.5015,0.5015
347,(log(gender_age_group) + interaction_rate),gender_age_group|test_2|interaction_rate,0.5006,0.5006
348,((payment_interval)^2 / usage_cluster),payment_interval|test_1|usage_cluster,0.5010,0.5010
349,(log(sqrt(usage_cluster)) * frequent),usage_cluster|payment_interval|payment_per_freq|frequent,0.5004,0.5004
351,sqrt(((log(frequent) - contract_ratio) - payment_per_freq)),frequent|test_1|contract_ratio|payment_per_freq|is_high_interaction,0.5026,0.5026
352,(freq(gender) / contract_ratio),gender|contract_ratio,0.5015,0.5015
354,((older_low_contract)^2)^2,older_low_contract|is_high_interaction|tenure,0.5026,0.5026
355,(log(sqrt((payment_per_freq / contract_length))) * frequent),payment_per_freq|contract_length|is_high_interaction|vip_low_interaction|frequent,0.4993,0.4993
356,(log(vip_low_interaction) * test_1),vip_low_interaction|payment_interval|test_1,0.5026,0.5026
360,log(sqrt(log(sqrt(test_5)))),test_5|payment_interval|test_4|older_low_contract|is_older_group,0.5007,0.5007
361,((contract_ratio + test_5))^2,contract_ratio|test_5|after_interaction,0.5014,0.5014
362,(log(new_inactive) - payment_per_freq),new_inactive|older_low_contract|payment_per_freq,0.5013,0.5013
363,log(((older_low_contract)^2 + after_interaction)),older_low_contract|is_older_group|after_interaction|payment_per_freq,0.5012,0.5012
366,(log(log((test_3 / gender_age_group))))^2,test_3|gender_age_group|renewal_pressure|contract_ratio|interaction_per_freq,0.4999,0.4999
368,log(age),age|contract_ratio,0.5026,0.5026
369,log(((sqrt(new_inactive) / test_3) / tenure)),new_inactive|older_low_contract|test_3|tenure|freq_per_tenure,0.5026,0.5026
370,(freq(gender) * tenure),gender|tenure,0.5008,0.5008
371,(payment_interval - test_4),payment_interval|test_4,0.5008,0.5008
372,log((interaction_rate * payment_per_freq)),interaction_rate|payment_per_freq|is_high_interaction,0.5012,0.5012
373,(sqrt((test_4)^2) * is_high_interaction),test_4|tenure|interaction_rate|is_high_interaction,0.5014,0.5014
375,log(((sqrt(test_1))^2 - new_inactive)),test_1|gender_age_group|freq_per_tenure|new_inactive|usage_cluster,0.5015,0.5015
377,((interaction_per_freq)^2 - usage_cluster),interaction_per_freq|test_4|usage_cluster,0.5006,0.5006
378,((contract_ratio / older_low_contract) * test_2),contract_ratio|older_low_contract|test_2,0.5026,0.5026
380,(log(log(log(gender_age_group))))^2,gender_age_group|frequent|test_2|freq_per_tenure|age,0.5026,0.5026
381,((test_1)^2)^2,test_1|renewal_pressure|interaction_rate,0.5026,0.5026
382,(freq(subscription_type) - payment_interval),subscription_type|payment_interval,0.5013,0.5013
384,log((((freq_per_tenure)^2 + is_older_group) + test_1)),freq_per_tenure|test_4|is_older_group|test_1|age,0.5026,0.5026
385,(log(is_high_interaction) / age),is_high_interaction|tenure|age,0.5005,0.5005
386,sqrt(is_high_interaction),is_high_interaction|payment_interval,0.5026,0.5026
387,(log((payment_per_freq / after_interaction)))^2,payment_per_freq|after_interaction|payment_interval|renewal_pressure,0.5019,0.5019
