trial,features,formula,f1_class0,f1_class1,f1_class2,f1_macro
270,is_high_interaction;older_and_member;interaction_rate;contract_ratio;short_tenure_high_interval,((log((is_high_interaction / older_and_member)) - contract_ratio) - short_tenure_high_interval),0.6434875635196576,0.02645198389879241,0.40997761432683083,0.359972387248427
271,is_low_frequency;frequent;renewal_pressure;vip_inactive;new_inactive,((((is_low_frequency + frequent))^2 - vip_inactive) - new_inactive),0.6325488454706927,0.0,0.005963029218843173,0.21283729156317863
272,subscription_type;is_low_frequency,(freq(subscription_type) + is_low_frequency),0.633303808680248,0.0,0.0,0.21110126956008268
273,gender_age_group;is_long_contract;frequent;is_high_interaction;renewal_pressure,((log(log(gender_age_group)) - is_high_interaction) - renewal_pressure),0.6313112967671631,0.052689352360043906,0.21210782147591692,0.29870282353437466
274,payment_freq_alignment;new_inactive;payment_per_freq;is_low_frequency;subscription_code,((sqrt((payment_freq_alignment * new_inactive)))^2 + subscription_code),0.633303808680248,0.0,0.0,0.21110126956008268
275,contract_length;new_inactive;is_older_group;tenure;age,(log(log((contract_length + new_inactive))))^2,0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
276,vip_inactive;vip_low_interaction;older_low_contract;usage_cluster;contract_length,sqrt((((vip_inactive / vip_low_interaction))^2 - usage_cluster)),0.633303808680248,0.0,0.0,0.21110126956008268
277,frequent;contract_ratio;freq_per_tenure;gender_age_group;after_interaction,((log((frequent * contract_ratio)) + gender_age_group) - after_interaction),0.6175839885632595,0.01733102253032929,0.16313654799459215,0.266017186362727
278,renewal_pressure;short_tenure_high_interval;frequent;older_and_member;vip_inactive,((log((renewal_pressure - short_tenure_high_interval)) / older_and_member) + vip_inactive),0.6310210811447415,0.10388300554715078,0.08342245989304813,0.2727755155283135
279,after_interaction;is_high_interaction;gender_age_group;renewal_pressure;age,((((after_interaction - is_high_interaction) + gender_age_group) / renewal_pressure) + age),0.628290819806302,0.126953125,0.3602023608768971,0.371815435227733
280,usage_cluster;new_inactive;after_interaction;contract_length;vip_inactive,((((usage_cluster - new_inactive) + after_interaction) / contract_length) + vip_inactive),0.633506557782727,0.018583042973286876,0.2826771653543307,0.3115889220367815
281,payment_interval;renewal_pressure;vip_low_interaction;is_long_contract;tenure,((((payment_interval - renewal_pressure) + vip_low_interaction) / is_long_contract) + tenure),0.6174445294567712,0.00594883997620464,0.3027295285359802,0.3087076326563187
282,tenure;payment_per_freq;interaction_per_freq;new_inactive;after_interaction,((((tenure - payment_per_freq) + interaction_per_freq) / new_inactive) + after_interaction),0.6318619762491597,0.009433962264150943,0.032520325203252036,0.2246054212388542
283,after_interaction;tenure;vip_inactive;usage_cluster;payment_per_freq,((((after_interaction)^2 + vip_inactive) / usage_cluster) + payment_per_freq),0.6213893530675579,0.01723147616312464,0.1644943820224719,0.2677050704177181
284,vip_low_interaction;payment_per_freq;frequent;older_and_member;interaction_rate,((((vip_low_interaction - payment_per_freq))^2 / older_and_member) + interaction_rate),0.6161867519848323,0.05844845908607864,0.10380622837370242,0.25948047981487116
285,contract_ratio;is_high_interaction;age;older_and_member;is_older_group,((((contract_ratio - is_high_interaction) + age) / older_and_member) + is_older_group),0.629965813980903,0.097809475292919,0.101159114857745,0.2763114680438557
286,payment_interval;is_high_payment_interval;age;renewal_pressure;usage_cluster,((((payment_interval - is_high_payment_interval) + age) / renewal_pressure) + usage_cluster),0.6325829835940481,0.04067796610169491,0.30911102914053856,0.3274573262787605
287,older_low_contract;gender_age_group;renewal_pressure;vip_inactive;older_and_member,((((older_low_contract - gender_age_group) + renewal_pressure) / vip_inactive) + older_and_member),0.6252445058106086,0.04113396331295164,0.06796116504854369,0.24477987805736798
288,new_inactive;older_and_member;after_interaction;tenure;is_older_group,((((new_inactive - older_and_member) + after_interaction) / tenure) + is_older_group),0.6205085352751581,0.11187438665358194,0.0736132711249352,0.26866539768455844
289,tenure;after_interaction;payment_interval;payment_per_freq;vip_inactive,((((tenure - after_interaction) + payment_interval) / payment_per_freq) + vip_inactive),0.628001812415043,0.0047562425683709865,0.061068702290076333,0.23127558575783014
290,interaction_per_freq;age;usage_cluster;older_and_member;contract_length,((((interaction_per_freq - age) + usage_cluster) / older_and_member) + contract_length),0.6365118174409128,0.08403361344537816,0.38921377517868744,0.3699197353549928
291,short_tenure_high_interval;is_low_frequency;contract_ratio;is_older_group;renewal_pressure,((((short_tenure_high_interval - is_low_frequency) + contract_ratio) / is_older_group) + renewal_pressure),0.620098348253688,0.11571841851494696,0.22830269345874304,0.32137315340912603
292,older_and_member;interaction_rate;payment_freq_alignment;is_high_payment_interval;usage_cluster,((((older_and_member - interaction_rate) + payment_freq_alignment) / is_high_payment_interval) + usage_cluster),0.6188916876574307,0.04299889746416759,0.2571428571428571,0.3063444807548185
293,is_long_contract;is_older_group;after_interaction;age;frequent,((((is_long_contract - is_older_group) + after_interaction) / age) + frequent),0.6286227813974388,0.02525832376578645,0.010588235294117647,0.2214897801524476
294,after_interaction;frequent;gender_age_group;renewal_pressure;vip_low_interaction,((((after_interaction - frequent) + gender_age_group) / renewal_pressure) + vip_low_interaction),0.6319877603860186,0.013071895424836602,0.18391866913123844,0.2763261083140312
295,subscription_type;usage_cluster,(freq(subscription_type) / usage_cluster),0.633303808680248,0.0,0.0,0.21110126956008268
296,is_high_interaction;payment_per_freq;is_low_frequency;contract_length;vip_inactive,log((log((is_high_interaction - payment_per_freq)) / contract_length)),0.6306122448979592,0.0198482194979568,0.33034754568255104,0.326936003359489
297,older_and_member;is_high_payment_interval;new_inactive;is_high_interaction;contract_length,(log(((older_and_member - is_high_payment_interval) + new_inactive)) + contract_length),0.6417718259078032,0.0,0.36519355943816373,0.3356551284486557
298,interaction_per_freq;older_low_contract;frequent;age;subscription_code,(sqrt(((interaction_per_freq - older_low_contract) - frequent)) + subscription_code),0.6289449954914337,0.022235225277940317,0.02836074872376631,0.2265136564977134
299,payment_per_freq;interaction_rate;contract_length;is_low_frequency;renewal_pressure,(log(log((payment_per_freq - interaction_rate))) + renewal_pressure),0.6297560975609756,0.02891844997108155,0.2525879917184265,0.3037541797501612
300,is_older_group;vip_inactive;freq_per_tenure;older_and_member;new_inactive,((log((is_older_group - vip_inactive)) / older_and_member) + new_inactive),0.633303808680248,0.0,0.0,0.21110126956008268
301,is_high_payment_interval;payment_interval;is_long_contract;interaction_rate;freq_per_tenure,(log(log((is_high_payment_interval)^2)))^2,0.606919095614274,0.0,0.36972778941070894,0.3255489616749943
302,older_and_member;interaction_rate;is_low_frequency;payment_interval;tenure,((log((older_and_member - interaction_rate)) / payment_interval) * tenure),0.6280171441461764,0.0,0.04947773501924134,0.22583162638847257
303,is_high_interaction;frequent;subscription_code;short_tenure_high_interval;usage_cluster,(log((sqrt(is_high_interaction) / subscription_code)) / usage_cluster),0.633303808680248,0.0,0.0,0.21110126956008268
304,interaction_rate;is_long_contract;short_tenure_high_interval;contract_length;older_and_member,((log((interaction_rate + is_long_contract)) - contract_length) + older_and_member),0.6383485510123065,0.08481675392670157,0.3573166492874522,0.3601606514088201
305,interaction_rate;frequent;contract_ratio;vip_low_interaction;is_older_group,log((((interaction_rate * frequent) + contract_ratio) / vip_low_interaction)),0.626377371350676,0.026300743281875358,0.05022321428571429,0.2343004429727552
306,age;payment_per_freq;usage_cluster;is_high_interaction;tenure,(log(log((age + payment_per_freq))) + tenure),0.6269861286254729,0.09410548086866598,0.2629032258064516,0.3279982784335302
307,is_high_interaction;interaction_per_freq;contract_ratio;vip_inactive;older_low_contract,((log((is_high_interaction * interaction_per_freq)) - vip_inactive) + older_low_contract),0.6284375385374276,0.053964757709251104,0.2596114096734188,0.3140045686400325
308,new_inactive;is_low_frequency;subscription_code;freq_per_tenure;interaction_rate,sqrt((log((new_inactive + is_low_frequency)) + freq_per_tenure)),0.6310267857142857,0.014201183431952662,0.010625737898465172,0.21861790234823453
309,interaction_rate;payment_freq_alignment;subscription_code;after_interaction;is_long_contract,(sqrt(sqrt(sqrt(interaction_rate))) + is_long_contract),0.6372141372141372,0.033917467495760314,0.35776311219173323,0.3429649056338769
310,is_high_interaction;interaction_per_freq;age;payment_per_freq;payment_freq_alignment,(log(log((is_high_interaction)^2)) * payment_freq_alignment),0.633303808680248,0.0,0.0,0.21110126956008268
311,age;interaction_per_freq;renewal_pressure;subscription_code;vip_low_interaction,((log((age * interaction_per_freq)) - subscription_code) + vip_low_interaction),0.6270604395604396,0.0668859649122807,0.04147982062780269,0.24514207503350763
312,subscription_code;contract_length;vip_inactive;after_interaction;new_inactive,((((subscription_code - contract_length) + vip_inactive) + after_interaction) - new_inactive),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
313,payment_per_freq;contract_ratio;frequent;subscription_code;is_high_payment_interval,sqrt((log((payment_per_freq + contract_ratio)) / subscription_code)),0.6320777642770352,0.03557085484796328,0.2446225221425559,0.3040903804225181
314,gender;new_inactive,(freq(gender) - new_inactive),0.633303808680248,0.0,0.0,0.21110126956008268
315,tenure;renewal_pressure;contract_length;interaction_rate;freq_per_tenure,((log(log(tenure)) - interaction_rate))^2,0.6288951841359773,0.009478672985781991,0.05789186237028946,0.23208857316401624
316,gender_age_group;vip_low_interaction;usage_cluster;is_long_contract;contract_ratio,(log(log((gender_age_group * vip_low_interaction))) + contract_ratio),0.6385365202296702,0.044617958728388175,0.39386022207707383,0.3590049003450441
317,contract_ratio;older_low_contract;after_interaction;usage_cluster;is_low_frequency,((log((contract_ratio + older_low_contract)) + usage_cluster) - is_low_frequency),0.6341399947957325,0.03353828954723309,0.3562216800278843,0.34129998812361667
318,is_high_interaction;older_and_member;payment_freq_alignment;contract_ratio;tenure,log((log((is_high_interaction * older_and_member)) - contract_ratio)),0.6430096051227321,0.02072538860103627,0.40437158469945356,0.356035526141074
319,vip_low_interaction;payment_per_freq;usage_cluster;older_low_contract;new_inactive,((((vip_low_interaction + payment_per_freq))^2 / older_low_contract) + new_inactive),0.6359108159392789,0.022870211549456832,0.19787332408691632,0.2855514505252173
320,frequent;is_low_frequency;vip_low_interaction;tenure;interaction_per_freq,sqrt(log(((frequent - is_low_frequency) + vip_low_interaction))),0.633303808680248,0.0,0.0,0.21110126956008268
321,tenure;payment_interval;interaction_rate;is_low_frequency;payment_freq_alignment,((log((tenure)^2) + is_low_frequency) - payment_freq_alignment),0.6318526054029615,0.010638297872340425,0.06426592797783934,0.23558561041771375
322,frequent;freq_per_tenure;interaction_per_freq;is_high_payment_interval;vip_low_interaction,((((frequent * freq_per_tenure) - interaction_per_freq) - is_high_payment_interval) + vip_low_interaction),0.6242853876057627,0.03479236812570146,0.048458149779735685,0.23584530183706662
323,payment_per_freq;age;subscription_code;after_interaction;payment_interval,(sqrt(((payment_per_freq + age) / subscription_code)) + payment_interval),0.6332447145208254,0.026361031518624643,0.31555555555555553,0.3250537671983352
324,payment_interval;is_low_frequency;vip_low_interaction;frequent;payment_freq_alignment,((log((payment_interval * is_low_frequency)) / frequent) - payment_freq_alignment),0.6270144927536232,0.04088397790055249,0.10162388685175484,0.2565074525019769
325,contract_length;payment_interval;subscription_code;payment_per_freq;is_long_contract,sqrt(log((sqrt(contract_length))^2)),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
326,after_interaction;age;older_and_member;frequent;interaction_rate,((log((after_interaction + age)) - frequent) * interaction_rate),0.627651128501758,0.019988242210464434,0.04928806133625411,0.23230914401615885
327,renewal_pressure;contract_length;subscription_code;payment_interval;age,((((renewal_pressure - contract_length) * subscription_code) + payment_interval) + age),0.6331337325349301,0.09278350515463918,0.34890965732087226,0.3582756316701472
328,older_and_member;freq_per_tenure;is_low_frequency;interaction_rate;payment_per_freq,(log(log((older_and_member * freq_per_tenure))) - payment_per_freq),0.6233546673107113,0.0433574207893274,0.1704946996466431,0.2790689292488939
329,payment_per_freq;after_interaction;interaction_per_freq;frequent;subscription_code,((((payment_per_freq + after_interaction))^2 / frequent) + subscription_code),0.6245839550097555,0.046460176991150445,0.052660449808008776,0.24123486060297158
330,older_low_contract;payment_per_freq;contract_length;usage_cluster;payment_interval,((((older_low_contract)^2 + contract_length) - usage_cluster) + payment_interval),0.6447811447811448,0.0,0.4605004217036829,0.3684271888282759
331,vip_low_interaction;payment_per_freq;short_tenure_high_interval;older_and_member;older_low_contract,((log((vip_low_interaction * payment_per_freq)) + older_and_member) / older_low_contract),0.6360610581889131,0.011848341232227487,0.1276376737004632,0.25851569104053457
332,contract_ratio;interaction_per_freq;tenure;after_interaction;is_high_payment_interval,(log(log((contract_ratio - interaction_per_freq))))^2,0.6172323759791123,0.013033175355450236,0.33444592790387184,0.3215704930794781
333,older_and_member;short_tenure_high_interval;usage_cluster;new_inactive;payment_per_freq,((((older_and_member + short_tenure_high_interval))^2 - new_inactive) - payment_per_freq),0.6210928179432117,0.059588299024918745,0.15311909262759923,0.27793340319857657
334,subscription_type;tenure,(freq(subscription_type) * tenure),0.6287005649717514,0.016241299303944315,0.04519774011299435,0.23004653479623005
335,older_low_contract;is_older_group;older_and_member;payment_interval;age,sqrt((sqrt((older_low_contract * is_older_group)) / payment_interval)),0.6345189782764383,0.004767580452920143,0.23076923076923078,0.2900185964995297
336,is_older_group;payment_per_freq;interaction_per_freq;renewal_pressure;is_low_frequency,log((log((is_older_group + payment_per_freq)) + renewal_pressure)),0.6257786296118831,0.0093841642228739,0.21649934526407683,0.2838873796996113
337,short_tenure_high_interval;vip_low_interaction;is_older_group;is_high_payment_interval;is_low_frequency,((log((short_tenure_high_interval * vip_low_interaction)) - is_high_payment_interval) + is_low_frequency),0.6186612576064908,0.0,0.3031819806936003,0.30728107943336375
338,gender_age_group;renewal_pressure,(gender_age_group - renewal_pressure),0.6249847653869591,0.0845953002610966,0.20053956834532374,0.3033732113311265
339,payment_per_freq;is_high_interaction;usage_cluster;renewal_pressure;contract_ratio,(log(((payment_per_freq + is_high_interaction) + usage_cluster)) - contract_ratio),0.6291230893000804,0.019675925925925927,0.39265357821405955,0.347150864480022
340,freq_per_tenure;payment_freq_alignment;new_inactive;gender_age_group;is_high_payment_interval,(sqrt((sqrt(freq_per_tenure))^2) + is_high_payment_interval),0.6226893802102211,0.01636469900642899,0.21816638370118846,0.2857401543059462
341,is_long_contract;is_high_interaction;payment_per_freq;older_low_contract;interaction_rate,sqrt((log((is_long_contract)^2) / older_low_contract)),0.633303808680248,0.0,0.0,0.21110126956008268
342,is_low_frequency;payment_per_freq;gender_age_group;is_older_group;contract_ratio,((((is_low_frequency * payment_per_freq) * gender_age_group) - is_older_group) - contract_ratio),0.614404432132964,0.10903584048460374,0.3811644925230671,0.3682015883802116
343,after_interaction;vip_inactive;tenure;gender_age_group;is_high_payment_interval,(((log(after_interaction) * tenure) - gender_age_group) - is_high_payment_interval),0.6316377864728899,0.012987012987012988,0.017595307917888565,0.22074003579259716
344,interaction_rate;is_high_interaction;subscription_code;older_low_contract;is_low_frequency,((((interaction_rate + is_high_interaction) * subscription_code) - older_low_contract) - is_low_frequency),0.6222378937470616,0.02288329519450801,0.1446360153256705,0.2632524014224134
345,tenure;interaction_per_freq;short_tenure_high_interval;is_high_interaction;contract_length,((((tenure * interaction_per_freq) * short_tenure_high_interval) - is_high_interaction) - contract_length),0.6372988657346347,0.032935831913685404,0.3745418193935355,0.3482588390139519
346,contract_length;interaction_per_freq;freq_per_tenure;payment_per_freq;is_long_contract,((((contract_length - interaction_per_freq) * freq_per_tenure) - payment_per_freq) - is_long_contract),0.6214552914202969,0.0286368843069874,0.1903937689311986,0.2801619815528276
347,is_older_group;gender_age_group;vip_low_interaction;age;payment_interval,((log((is_older_group + gender_age_group)))^2 + payment_interval),0.6300243996404263,0.08881922675026123,0.32538781687476354,0.34807714775515036
348,tenure;after_interaction;is_low_frequency;is_high_interaction;is_high_payment_interval,((((tenure * after_interaction) * is_low_frequency) - is_high_interaction) - is_high_payment_interval),0.6177245508982036,0.04947773501924134,0.1618390804597701,0.27634712212573836
349,is_low_frequency;tenure;older_and_member;frequent;freq_per_tenure,(log(log((is_low_frequency + tenure))) * freq_per_tenure),0.6259559154295996,0.0335946248600224,0.0012004801920768306,0.2202503401605663
350,age;payment_per_freq;vip_low_interaction;is_older_group;payment_interval,((((age * payment_per_freq) * vip_low_interaction) - is_older_group) + payment_interval),0.6301507537688442,0.02508551881413911,0.31406844106463877,0.323101571215874
351,usage_cluster;older_and_member;contract_length;age;payment_interval,((log((usage_cluster - older_and_member)) + age) - payment_interval),0.6273538156590683,0.11246200607902736,0.21845082680591818,0.319422216181338
352,freq_per_tenure;contract_ratio;payment_interval;contract_length;is_high_payment_interval,((log((freq_per_tenure - contract_ratio)) + contract_length) - is_high_payment_interval),0.6368980963045913,0.0,0.450720135554928,0.3625394106198398
353,gender_age_group;is_older_group;older_low_contract;payment_freq_alignment;is_low_frequency,((log((gender_age_group - is_older_group)) + payment_freq_alignment) - is_low_frequency),0.633303808680248,0.0,0.0,0.21110126956008268
354,short_tenure_high_interval;new_inactive;is_high_payment_interval;payment_per_freq;vip_inactive,((log((short_tenure_high_interval - new_inactive)) + payment_per_freq) - vip_inactive),0.6148615832928606,0.03461753210496929,0.18472162278808804,0.2780669127286393
355,gender;contract_length,(freq(gender) + contract_length),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
356,is_low_frequency;contract_ratio;payment_freq_alignment;gender_age_group;is_long_contract,((log((is_low_frequency - contract_ratio)) + gender_age_group) - is_long_contract),0.622342481638964,0.1108891108891109,0.2843858969391709,0.33920582982241526
357,contract_length;older_low_contract;frequent;is_low_frequency;is_high_interaction,((log((contract_length - older_low_contract)) + is_low_frequency) - is_high_interaction),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
358,is_high_interaction;older_and_member;is_high_payment_interval;new_inactive;renewal_pressure,((log((is_high_interaction - older_and_member)) + new_inactive) - renewal_pressure),0.6337713860649641,0.02883506343713956,0.2775157232704403,0.31337405759084797
359,contract_ratio;usage_cluster;older_low_contract;contract_length;after_interaction,((((contract_ratio - usage_cluster) + older_low_contract) + contract_length) - after_interaction),0.6397164982281139,0.02186421173762946,0.3696016069635085,0.34372743897641733
360,after_interaction;contract_length;older_low_contract;new_inactive;usage_cluster,((log((after_interaction - contract_length)) + new_inactive) - usage_cluster),0.6365972757645849,0.022962112514351322,0.3432624113475177,0.334273933208818
361,renewal_pressure;after_interaction;freq_per_tenure;short_tenure_high_interval;frequent,((log((renewal_pressure - after_interaction)) + short_tenure_high_interval) - frequent),0.6303275011215792,0.020966802562609202,0.019871420222092345,0.22372190796876024
362,payment_freq_alignment;age;is_low_frequency;vip_inactive;gender_age_group,((log((payment_freq_alignment - age)) + vip_inactive) - gender_age_group),0.632700805822719,0.06545064377682404,0.3539124192390524,0.3506879562795318
363,is_long_contract;frequent;is_high_payment_interval;new_inactive;older_and_member,((log((is_long_contract - frequent)) + new_inactive))^2,0.6321452589105582,0.0,0.04197390811117414,0.22470638900724413
364,contract_ratio;payment_interval;interaction_rate;payment_per_freq;freq_per_tenure,((((contract_ratio - payment_interval) + interaction_rate) - payment_per_freq) - freq_per_tenure),0.6268994097701871,0.007159904534606206,0.3142329020332717,0.31609740544602166
365,payment_per_freq;short_tenure_high_interval;payment_freq_alignment;is_long_contract;tenure,(((sqrt(payment_per_freq) / payment_freq_alignment) + is_long_contract) - tenure),0.6285129138696097,0.016355140186915886,0.074877916440586,0.23991532349903721
366,payment_freq_alignment;after_interaction;gender_age_group;age;contract_length,((log((payment_freq_alignment)^2) - age) - contract_length),0.6436847375196681,0.03262092238470191,0.45650349650349653,0.3776030521359555
367,renewal_pressure;contract_ratio;usage_cluster;is_high_interaction;is_high_payment_interval,(sqrt(((renewal_pressure - contract_ratio) - usage_cluster)) * is_high_payment_interval),0.6205938092229943,0.036056338028169016,0.28711379050489827,0.31458797925202053
368,renewal_pressure;older_low_contract;is_high_payment_interval;subscription_code;interaction_rate,((log((renewal_pressure)^2) + subscription_code) - interaction_rate),0.62755406858645,0.009529481834425254,0.20470383275261325,0.28059579439116283
369,payment_interval;older_low_contract;contract_length;interaction_rate;gender_age_group,((((payment_interval - older_low_contract) * contract_length))^2 + gender_age_group),0.6308797614206317,0.08969072164948454,0.38189626693095474,0.36748891666702366
370,usage_cluster;subscription_code;short_tenure_high_interval;new_inactive;age,((log((usage_cluster - subscription_code)) - new_inactive) / age),0.6348854397634885,0.036036036036036036,0.2677551020408163,0.312892192613447
371,older_low_contract;is_high_interaction;is_older_group;older_and_member;age,((log((older_low_contract / is_high_interaction)) + older_and_member) + age),0.6427845528455285,0.014084507042253521,0.34971098265895956,0.33552668084891385
372,interaction_per_freq;usage_cluster;after_interaction;older_and_member;age,(((log(interaction_per_freq) + after_interaction) - older_and_member) - age),0.6364630146969513,0.07903055848261328,0.20605512878445548,0.30718290065467335
373,subscription_type;is_older_group,(freq(subscription_type) + is_older_group),0.633303808680248,0.0,0.0,0.21110126956008268
374,subscription_code;is_older_group;gender_age_group;older_low_contract;vip_low_interaction,((log((subscription_code)^2) + older_low_contract))^2,0.6369656833232992,0.0,0.26134453781512607,0.2994367403794751
375,payment_interval;age;gender_age_group;is_high_interaction;contract_length,((sqrt(sqrt(payment_interval)) - is_high_interaction) + contract_length),0.6454863540937719,0.01979045401629802,0.4613616776788279,0.3755461619296326
376,is_high_payment_interval;interaction_rate;is_low_frequency;short_tenure_high_interval;freq_per_tenure,((log((is_high_payment_interval - interaction_rate)) - short_tenure_high_interval) - freq_per_tenure),0.6307448494453248,0.0059417706476530005,0.06349206349206349,0.2333928945283471
377,contract_length;gender_age_group;is_high_payment_interval;vip_inactive;frequent,((log((contract_length + gender_age_group)) + vip_inactive) + frequent),0.6297533401849948,0.09665809768637532,0.30439770554493306,0.34360304780543444
378,vip_low_interaction;payment_freq_alignment;is_high_payment_interval;usage_cluster;new_inactive,(sqrt(((vip_low_interaction * payment_freq_alignment) * is_high_payment_interval)) - new_inactive),0.6312743461324429,0.0,0.015294117647058824,0.2155228212598339
379,usage_cluster;is_high_payment_interval;subscription_code;is_long_contract;renewal_pressure,((log((usage_cluster / is_high_payment_interval)) - is_long_contract) + renewal_pressure),0.6320704375667022,0.0274442538593482,0.3839948370442078,0.3478365094900861
380,is_low_frequency;age;payment_per_freq;older_low_contract;payment_freq_alignment,((((is_low_frequency - age) + payment_per_freq))^2 - payment_freq_alignment),0.6359362757900235,0.12954658694569007,0.3337066069428891,0.36639648989286755
381,after_interaction;payment_freq_alignment;freq_per_tenure;payment_interval;subscription_code,((((after_interaction - payment_freq_alignment) + freq_per_tenure))^2 - subscription_code),0.6190919674039581,0.020845396641574986,0.11149481993093241,0.25047739465882185
382,age;contract_length;usage_cluster;contract_ratio;frequent,((((age - contract_length) + usage_cluster))^2 + frequent),0.6443900331268904,0.06566200215285253,0.45611064069997176,0.3887208919932383
383,payment_per_freq;is_high_interaction;is_high_payment_interval;contract_ratio;after_interaction,((((payment_per_freq - is_high_interaction) + is_high_payment_interval))^2 * after_interaction),0.6172688303735456,0.026345933562428408,0.22934648581997533,0.29098708325198314
384,older_and_member;contract_length;after_interaction;is_older_group;new_inactive,((((older_and_member - contract_length) + after_interaction))^2 - new_inactive),0.6382261410788381,0.02849002849002849,0.35384080639555093,0.3401856586548058
385,is_long_contract;freq_per_tenure;is_older_group;vip_low_interaction;contract_length,((((is_long_contract - freq_per_tenure) + is_older_group))^2 + contract_length),0.6320439030919556,0.10085728693898134,0.35847750865051903,0.3637928995604853
386,subscription_code;age;is_low_frequency;older_and_member;freq_per_tenure,((((subscription_code - age) + is_low_frequency) / older_and_member))^2,0.6380396732788798,0.03861442362294151,0.15896671634376552,0.2785402710818623
387,is_high_payment_interval;older_low_contract;age;short_tenure_high_interval;freq_per_tenure,sqrt((((is_high_payment_interval + older_low_contract) + age) - short_tenure_high_interval)),0.6443055732687157,0.0,0.36427566807313644,0.3361937471139507
388,vip_inactive;is_high_interaction;renewal_pressure;tenure;interaction_per_freq,((((vip_inactive - is_high_interaction) * renewal_pressure))^2 - interaction_per_freq),0.6257710760795065,0.04419889502762431,0.04044943820224719,0.2368064697697927
389,short_tenure_high_interval;payment_per_freq;usage_cluster;new_inactive;renewal_pressure,((((short_tenure_high_interval + payment_per_freq) - usage_cluster) - new_inactive) + renewal_pressure),0.6269362658153009,0.017615971814445096,0.17582417582417584,0.2734588044846406
390,freq_per_tenure;new_inactive;renewal_pressure;gender_age_group;subscription_code,((log((freq_per_tenure)^2) / gender_age_group) - subscription_code),0.627294493216281,0.03078677309007982,0.06816932380428807,0.24208353003688296
391,frequent;is_long_contract;payment_freq_alignment;is_older_group;freq_per_tenure,((((frequent - is_long_contract) + payment_freq_alignment) - is_older_group) + freq_per_tenure),0.6265658503554904,0.0047562425683709865,0.03997779011660189,0.22376662768015443
392,renewal_pressure;is_high_interaction;gender_age_group;payment_freq_alignment;interaction_rate,((log((renewal_pressure + is_high_interaction)) - payment_freq_alignment) + interaction_rate),0.6291390728476821,0.013010053222945003,0.1847974510696404,0.27564885904675585
393,gender;frequent,(freq(gender) / frequent),0.6302812955284097,0.0,0.04880817253121453,0.22636315601987475
394,payment_freq_alignment;is_high_interaction,sqrt(payment_freq_alignment),0.633303808680248,0.0,0.0,0.21110126956008268
395,is_low_frequency;is_high_payment_interval;contract_ratio;age;freq_per_tenure,(sqrt(log((is_low_frequency / is_high_payment_interval))) - freq_per_tenure),0.6253044184158646,0.02645198389879241,0.11806256306760847,0.2566063217940885
396,payment_freq_alignment;renewal_pressure;gender_age_group;subscription_code;interaction_per_freq,sqrt((((payment_freq_alignment - renewal_pressure) / gender_age_group) / subscription_code)),0.625131748448296,0.07551127425275302,0.09694415173867228,0.26586239147990715
397,is_high_payment_interval;is_low_frequency;gender_age_group;subscription_code;tenure,((log((is_high_payment_interval + is_low_frequency)))^2 + tenure),0.6284966075467207,0.021814006888633754,0.17991821899136756,0.276742944475574
398,age;older_and_member;frequent;new_inactive;vip_low_interaction,((((age)^2 * frequent) - new_inactive) - vip_low_interaction),0.6245895658518789,0.08927655207798871,0.1878453038674033,0.3005704739324236
399,interaction_rate;after_interaction;freq_per_tenure;contract_ratio;is_high_interaction,((((interaction_rate - after_interaction) + freq_per_tenure) / contract_ratio) / is_high_interaction),0.6214260291849567,0.06357758620689655,0.14278776104905294,0.27593045881363537
400,contract_ratio;frequent;older_low_contract;tenure;payment_freq_alignment,((log((contract_ratio + frequent)) - tenure) * payment_freq_alignment),0.625099375354912,0.03436807095343681,0.019596541786743516,0.22635466269836413
401,new_inactive;after_interaction;subscription_code;payment_interval;vip_inactive,((log((new_inactive / after_interaction)) + payment_interval) - vip_inactive),0.6347607052896725,0.009506833036244802,0.3322307975009188,0.32549944527561203
402,older_and_member;age;subscription_code;is_high_payment_interval;frequent,((log((older_and_member - age)) - is_high_payment_interval) + frequent),0.61135477582846,0.10751565762004175,0.1810810810810811,0.29998383817652763
403,interaction_per_freq;contract_ratio;tenure;freq_per_tenure;interaction_rate,((sqrt((interaction_per_freq + contract_ratio)) - freq_per_tenure) + interaction_rate),0.6200047858339316,0.007096392667060911,0.18213507625272332,0.2697454182512386
404,contract_length;tenure;renewal_pressure;frequent;interaction_rate,sqrt((log(log(contract_length)) - frequent)),0.6409694469511409,0.014201183431952662,0.3624439074905074,0.339204845957867
405,payment_freq_alignment;payment_interval;contract_length;freq_per_tenure;subscription_code,((((payment_freq_alignment - payment_interval) + contract_length) - freq_per_tenure))^2,0.6429765886287625,0.020785219399538105,0.44412107101280557,0.36929429301370204
406,contract_ratio;is_long_contract;tenure;vip_inactive;renewal_pressure,((log(sqrt(contract_ratio)) - vip_inactive) - renewal_pressure),0.6228006748614124,0.01059446733372572,0.22326374094588836,0.28555296104700884
