trial,formula,used_features,f1_macro,metric
258,((log(freq_per_tenure) + new_inactive) * vip_low_interaction),freq_per_tenure|frequent|new_inactive|vip_low_interaction,0.4984,0.4984
259,((frequent - vip_low_interaction) - freq_per_tenure),frequent|vip_low_interaction|freq_per_tenure,0.4959,0.4959
260,sqrt(log(((vip_low_interaction + frequent))^2)),vip_low_interaction|frequent|payment_per_freq|is_high_interaction|interaction_per_freq,0.4984,0.4984
261,sqrt(gender_age_group),gender_age_group|payment_interval,0.4984,0.4984
262,(freq(subscription_type) / after_interaction),subscription_type|after_interaction,0.4952,0.4952
263,(((payment_per_freq)^2)^2 / older_low_contract),payment_per_freq|interaction_per_freq|is_older_group|older_low_contract,0.4984,0.4984
264,sqrt(sqrt(log(is_older_group))),is_older_group|payment_interval|freq_per_tenure|contract_length,0.4984,0.4984
265,((contract_length + is_high_interaction) - freq_per_tenure),contract_length|is_high_interaction|freq_per_tenure,0.4986,0.4986
266,((freq_per_tenure + frequent) - contract_length),freq_per_tenure|frequent|contract_length,0.4984,0.4984
267,((contract_length + older_low_contract) - contract_ratio),contract_length|older_low_contract|contract_ratio,0.4984,0.4984
268,((is_older_group + renewal_pressure) - interaction_per_freq),is_older_group|renewal_pressure|interaction_per_freq,0.4984,0.4984
269,((payment_per_freq + is_high_interaction) - contract_length),payment_per_freq|is_high_interaction|contract_length,0.4956,0.4956
270,((contract_ratio * renewal_pressure))^2,contract_ratio|renewal_pressure|is_older_group,0.4984,0.4984
271,((older_low_contract + tenure) / contract_length),older_low_contract|tenure|contract_length,0.4986,0.4986
272,(sqrt(gender_age_group) / is_high_interaction),gender_age_group|frequent|is_high_interaction,0.4984,0.4984
273,((freq_per_tenure / gender_age_group) / frequent),freq_per_tenure|gender_age_group|frequent,0.4984,0.4984
274,((interaction_per_freq + is_high_interaction) / frequent),interaction_per_freq|is_high_interaction|frequent,0.4982,0.4982
275,((payment_interval - interaction_per_freq) / tenure),payment_interval|interaction_per_freq|tenure,0.4945,0.4945
276,((tenure)^2 - freq_per_tenure),tenure|interaction_per_freq|freq_per_tenure,0.4976,0.4976
277,((((frequent + renewal_pressure) + tenure) * contract_ratio) / vip_low_interaction),frequent|renewal_pressure|tenure|contract_ratio|vip_low_interaction,0.4984,0.4984
278,(log(is_older_group) * renewal_pressure),is_older_group|interaction_per_freq|renewal_pressure,0.4939,0.4939
279,(((sqrt(older_low_contract) / gender_age_group) - contract_length))^2,older_low_contract|frequent|gender_age_group|contract_length|tenure,0.4984,0.4984
280,log((gender_age_group * payment_interval)),gender_age_group|payment_interval|renewal_pressure,0.4984,0.4984
281,((is_high_interaction / tenure) - usage_cluster),is_high_interaction|tenure|usage_cluster,0.4965,0.4965
282,(log(sqrt((older_low_contract + gender_age_group))) * contract_length),older_low_contract|gender_age_group|age|renewal_pressure|contract_length,0.4984,0.4984
283,(gender_age_group - payment_interval),gender_age_group|payment_interval,0.4959,0.4959
284,(sqrt(freq_per_tenure) - contract_ratio),freq_per_tenure|frequent|contract_ratio,0.4973,0.4973
285,((((new_inactive)^2 + frequent) * gender_age_group) - usage_cluster),new_inactive|older_low_contract|frequent|gender_age_group|usage_cluster,0.4951,0.4951
286,(log(gender_age_group))^2,gender_age_group|is_high_interaction|age,0.4984,0.4984
287,sqrt(sqrt(((after_interaction + interaction_per_freq))^2)),after_interaction|interaction_per_freq|interaction_rate|older_low_contract|contract_length,0.4954,0.4954
288,((sqrt(is_high_interaction) - tenure) - interaction_rate),is_high_interaction|vip_low_interaction|tenure|interaction_rate,0.4967,0.4967
289,((contract_ratio * new_inactive))^2,contract_ratio|new_inactive|gender_age_group,0.4984,0.4984
290,(new_inactive)^2,new_inactive|usage_cluster,0.4984,0.4984
291,(log((payment_interval / after_interaction)) * contract_ratio),payment_interval|after_interaction|gender_age_group|contract_ratio,0.4984,0.4984
292,log(log((log(usage_cluster))^2)),usage_cluster|frequent|after_interaction|contract_length|gender_age_group,0.4984,0.4984
293,((older_low_contract - renewal_pressure) + after_interaction),older_low_contract|renewal_pressure|after_interaction,0.4958,0.4958
294,(((older_low_contract + contract_length) - usage_cluster) + tenure),older_low_contract|contract_length|usage_cluster|tenure,0.4984,0.4984
295,(sqrt((sqrt(is_older_group) / usage_cluster)) * interaction_rate),is_older_group|renewal_pressure|usage_cluster|older_low_contract|interaction_rate,0.4984,0.4984
296,(((usage_cluster)^2)^2 * interaction_rate),usage_cluster|contract_length|freq_per_tenure|interaction_rate,0.4974,0.4974
297,(freq(subscription_type) * new_inactive),subscription_type|new_inactive,0.4984,0.4984
298,sqrt((new_inactive + freq_per_tenure)),new_inactive|freq_per_tenure|renewal_pressure,0.4957,0.4957
299,log(usage_cluster),usage_cluster|is_older_group,0.4984,0.4984
300,(((frequent * is_high_interaction))^2 - contract_length),frequent|is_high_interaction|freq_per_tenure|contract_length,0.4984,0.4984
301,((age / new_inactive) - contract_ratio),age|new_inactive|contract_ratio,0.4977,0.4977
302,(log((sqrt(frequent))^2) / usage_cluster),frequent|freq_per_tenure|older_low_contract|contract_ratio|usage_cluster,0.4971,0.4971
303,(freq(subscription_type) + age),subscription_type|age,0.4952,0.4952
304,(((interaction_per_freq - after_interaction) * contract_ratio) / older_low_contract),interaction_per_freq|after_interaction|contract_ratio|older_low_contract,0.4984,0.4984
305,((renewal_pressure + is_high_interaction) + payment_interval),renewal_pressure|is_high_interaction|payment_interval,0.4975,0.4975
306,sqrt((((interaction_rate)^2)^2 * renewal_pressure)),interaction_rate|gender_age_group|interaction_per_freq|renewal_pressure|age,0.4972,0.4972
307,sqrt((log(is_older_group) - gender_age_group)),is_older_group|contract_length|gender_age_group|age,0.4984,0.4984
308,(freq(subscription_type) / interaction_rate),subscription_type|interaction_rate,0.4954,0.4954
309,log(sqrt(usage_cluster)),usage_cluster|payment_interval|tenure,0.4984,0.4984
310,(after_interaction + payment_per_freq),after_interaction|payment_per_freq,0.4945,0.4945
311,((((older_low_contract * after_interaction))^2 - vip_low_interaction) * frequent),older_low_contract|after_interaction|renewal_pressure|vip_low_interaction|frequent,0.4984,0.4984
312,(((is_older_group / contract_length) - vip_low_interaction))^2,is_older_group|contract_length|vip_low_interaction|interaction_per_freq,0.4984,0.4984
313,((payment_per_freq - freq_per_tenure))^2,payment_per_freq|freq_per_tenure|interaction_per_freq,0.4956,0.4956
314,(freq(subscription_type) / is_older_group),subscription_type|is_older_group,0.4984,0.4984
315,(sqrt((interaction_per_freq)^2) * after_interaction),interaction_per_freq|tenure|usage_cluster|after_interaction,0.4967,0.4967
316,(log((sqrt(freq_per_tenure) / vip_low_interaction)) - interaction_rate),freq_per_tenure|is_high_interaction|vip_low_interaction|tenure|interaction_rate,0.4965,0.4965
317,((gender_age_group + tenure))^2,gender_age_group|tenure|contract_length,0.4980,0.4980
318,((log(contract_ratio) + frequent) * after_interaction),contract_ratio|payment_per_freq|frequent|after_interaction,0.4961,0.4961
319,((is_older_group + age) - usage_cluster),is_older_group|age|usage_cluster,0.4984,0.4984
320,(freq(subscription_type) * vip_low_interaction),subscription_type|vip_low_interaction,0.4984,0.4984
321,(sqrt((sqrt(after_interaction))^2))^2,after_interaction|is_older_group|is_high_interaction|tenure|gender_age_group,0.4984,0.4984
322,(((contract_ratio * is_high_interaction))^2)^2,contract_ratio|is_high_interaction|payment_per_freq|after_interaction,0.4984,0.4984
323,((interaction_per_freq / renewal_pressure) - payment_interval),interaction_per_freq|renewal_pressure|payment_interval,0.4961,0.4961
324,(older_low_contract)^2,older_low_contract|is_older_group,0.4984,0.4984
325,(log(log(payment_per_freq)) - contract_ratio),payment_per_freq|older_low_contract|gender_age_group|contract_ratio,0.4977,0.4977
326,(freq(gender) + frequent),gender|frequent,0.4965,0.4965
327,((((contract_ratio - after_interaction))^2 + age) / payment_per_freq),contract_ratio|after_interaction|renewal_pressure|age|payment_per_freq,0.4974,0.4974
328,((payment_per_freq + vip_low_interaction) + older_low_contract),payment_per_freq|vip_low_interaction|older_low_contract,0.4969,0.4969
329,(sqrt(usage_cluster) - gender_age_group),usage_cluster|vip_low_interaction|gender_age_group,0.4932,0.4932
330,(((tenure)^2)^2 * contract_length),tenure|interaction_rate|payment_per_freq|contract_length,0.4977,0.4977
331,(new_inactive + usage_cluster),new_inactive|usage_cluster,0.4984,0.4984
332,(freq(subscription_type) / contract_length),subscription_type|contract_length,0.4984,0.4984
333,log(sqrt(log(usage_cluster))),usage_cluster|age|gender_age_group|contract_length,0.4984,0.4984
334,((((freq_per_tenure * contract_length) / is_high_interaction))^2 + tenure),freq_per_tenure|contract_length|is_high_interaction|is_older_group|tenure,0.4966,0.4966
335,((is_high_interaction / payment_per_freq))^2,is_high_interaction|payment_per_freq|age,0.4984,0.4984
336,(((sqrt(age) - tenure) * payment_interval) * new_inactive),age|renewal_pressure|tenure|payment_interval|new_inactive,0.4984,0.4984
337,sqrt(((vip_low_interaction - payment_per_freq) * contract_ratio)),vip_low_interaction|payment_per_freq|contract_ratio|is_high_interaction,0.4970,0.4970
338,(freq(gender) / freq_per_tenure),gender|freq_per_tenure,0.4980,0.4980
339,((renewal_pressure + new_inactive))^2,renewal_pressure|new_inactive|usage_cluster,0.4973,0.4973
340,(((age)^2 + frequent) - is_high_interaction),age|usage_cluster|frequent|is_high_interaction,0.4957,0.4957
341,(log(new_inactive) - contract_length),new_inactive|age|contract_length,0.4984,0.4984
342,log(((sqrt(payment_per_freq))^2 / renewal_pressure)),payment_per_freq|new_inactive|interaction_rate|renewal_pressure|after_interaction,0.4961,0.4961
343,log(log((after_interaction + contract_length))),after_interaction|contract_length|is_older_group|interaction_per_freq,0.4984,0.4984
344,(freq(subscription_type) * contract_ratio),subscription_type|contract_ratio,0.4977,0.4977
345,(tenure * frequent),tenure|frequent,0.4961,0.4961
346,((is_older_group / older_low_contract))^2,is_older_group|older_low_contract|tenure,0.4984,0.4984
347,(((gender_age_group - tenure) - age) * is_high_interaction),gender_age_group|tenure|age|is_high_interaction,0.4984,0.4984
348,sqrt((sqrt((older_low_contract)^2))^2),older_low_contract|contract_ratio|interaction_per_freq|vip_low_interaction|tenure,0.4984,0.4984
349,(sqrt(contract_ratio))^2,contract_ratio|is_high_interaction|vip_low_interaction,0.4984,0.4984
350,(freq(gender) / is_high_interaction),gender|is_high_interaction,0.4984,0.4984
351,sqrt(((payment_interval + contract_length) / usage_cluster)),payment_interval|contract_length|usage_cluster|is_older_group,0.4971,0.4971
352,(log(tenure) + new_inactive),tenure|gender_age_group|new_inactive,0.4974,0.4974
353,((((contract_length + usage_cluster))^2 - freq_per_tenure) * after_interaction),contract_length|usage_cluster|payment_per_freq|freq_per_tenure|after_interaction,0.4984,0.4984
354,((is_high_interaction * older_low_contract) - tenure),is_high_interaction|older_low_contract|tenure,0.4979,0.4979
355,((sqrt(payment_per_freq))^2 * gender_age_group),payment_per_freq|after_interaction|renewal_pressure|gender_age_group,0.4984,0.4984
356,(freq(gender) + gender_age_group),gender|gender_age_group,0.4984,0.4984
357,(log(((usage_cluster / is_older_group) - new_inactive)) - renewal_pressure),usage_cluster|is_older_group|new_inactive|payment_interval|renewal_pressure,0.4984,0.4984
358,(new_inactive)^2,new_inactive|vip_low_interaction,0.4984,0.4984
359,((log(log(frequent)))^2 / contract_ratio),frequent|contract_length|freq_per_tenure|renewal_pressure|contract_ratio,0.4969,0.4969
360,(((age - contract_ratio))^2 * contract_length),age|contract_ratio|is_older_group|contract_length,0.4984,0.4984
361,((usage_cluster + after_interaction) + interaction_rate),usage_cluster|after_interaction|interaction_rate,0.4955,0.4955
362,(freq(subscription_type) / payment_interval),subscription_type|payment_interval,0.4968,0.4968
363,sqrt((sqrt(interaction_per_freq))^2),interaction_per_freq|frequent|is_high_interaction|usage_cluster,0.4984,0.4984
364,((renewal_pressure)^2 - age),renewal_pressure|contract_length|age,0.4975,0.4975
365,(sqrt((after_interaction + vip_low_interaction)) + is_older_group),after_interaction|vip_low_interaction|is_high_interaction|is_older_group,0.4957,0.4957
366,((((vip_low_interaction * after_interaction) / interaction_per_freq) - payment_interval) * contract_length),vip_low_interaction|after_interaction|interaction_per_freq|payment_interval|contract_length,0.4984,0.4984
367,(log(is_high_interaction))^2,is_high_interaction|after_interaction|usage_cluster,0.4984,0.4984
368,(((frequent / contract_length) * after_interaction) * vip_low_interaction),frequent|contract_length|after_interaction|vip_low_interaction,0.4984,0.4984
369,(freq(gender) * usage_cluster),gender|usage_cluster,0.4984,0.4984
370,sqrt(contract_ratio),contract_ratio|is_high_interaction,0.4984,0.4984
371,((payment_per_freq - interaction_per_freq))^2,payment_per_freq|interaction_per_freq|new_inactive,0.4951,0.4951
372,(log(((usage_cluster + is_older_group) - frequent)))^2,usage_cluster|is_older_group|frequent|payment_interval|gender_age_group,0.4955,0.4955
373,(((new_inactive)^2)^2)^2,new_inactive|gender_age_group|freq_per_tenure|payment_per_freq,0.4984,0.4984
374,(log(freq_per_tenure) + payment_interval),freq_per_tenure|interaction_rate|payment_interval,0.4958,0.4958
375,(freq(subscription_type) / contract_length),subscription_type|contract_length,0.4984,0.4984
376,sqrt(sqrt(log(sqrt(after_interaction)))),after_interaction|usage_cluster|contract_ratio|vip_low_interaction|frequent,0.4984,0.4984
377,((tenure + is_high_interaction) - frequent),tenure|is_high_interaction|frequent,0.4974,0.4974
378,(((contract_length * gender_age_group))^2 * vip_low_interaction),contract_length|gender_age_group|payment_interval|vip_low_interaction,0.4984,0.4984
379,((gender_age_group / payment_per_freq))^2,gender_age_group|payment_per_freq|new_inactive,0.4984,0.4984
380,(renewal_pressure - tenure),renewal_pressure|tenure,0.4974,0.4974
381,(freq(gender) + payment_per_freq),gender|payment_per_freq,0.4975,0.4975
382,((((usage_cluster)^2 - renewal_pressure) / interaction_per_freq) + interaction_rate),usage_cluster|vip_low_interaction|renewal_pressure|interaction_per_freq|interaction_rate,0.4974,0.4974
383,((sqrt(tenure) / interaction_per_freq) - payment_interval),tenure|new_inactive|interaction_per_freq|payment_interval,0.4968,0.4968
384,log(sqrt((contract_ratio + interaction_per_freq))),contract_ratio|interaction_per_freq|frequent|new_inactive,0.4964,0.4964
385,(log(payment_interval))^2,payment_interval|renewal_pressure|is_older_group,0.4984,0.4984
386,(((contract_ratio * freq_per_tenure) + is_older_group) * renewal_pressure),contract_ratio|freq_per_tenure|is_older_group|renewal_pressure,0.4971,0.4971
387,(freq(subscription_type) - renewal_pressure),subscription_type|renewal_pressure,0.4940,0.4940
388,((((freq_per_tenure + is_high_interaction))^2)^2 - after_interaction),freq_per_tenure|is_high_interaction|contract_ratio|interaction_per_freq|after_interaction,0.4963,0.4963
389,(sqrt(new_inactive) - is_older_group),new_inactive|renewal_pressure|is_older_group,0.4943,0.4943
390,(payment_per_freq / usage_cluster),payment_per_freq|usage_cluster,0.4957,0.4957
391,(sqrt(((after_interaction - interaction_rate))^2) / payment_per_freq),after_interaction|interaction_rate|age|vip_low_interaction|payment_per_freq,0.4958,0.4958
392,(log((payment_per_freq)^2) - renewal_pressure),payment_per_freq|usage_cluster|is_high_interaction|renewal_pressure,0.4984,0.4984
393,(freq(gender) / after_interaction),gender|after_interaction,0.4945,0.4945
394,(log(renewal_pressure) - gender_age_group),renewal_pressure|interaction_per_freq|gender_age_group,0.4984,0.4984
395,(((vip_low_interaction + tenure))^2 * freq_per_tenure),vip_low_interaction|tenure|new_inactive|freq_per_tenure,0.4962,0.4962
396,(log((sqrt(tenure) + is_older_group)) * renewal_pressure),tenure|interaction_per_freq|is_older_group|payment_per_freq|renewal_pressure,0.4984,0.4984
397,((contract_ratio)^2)^2,contract_ratio|usage_cluster|interaction_per_freq,0.4984,0.4984
398,log((sqrt((interaction_per_freq * after_interaction)))^2),interaction_per_freq|after_interaction|freq_per_tenure|is_older_group|tenure,0.4967,0.4967
399,(freq(gender) / interaction_per_freq),gender|interaction_per_freq,0.4965,0.4965
400,(((payment_interval + after_interaction) / older_low_contract) * freq_per_tenure),payment_interval|after_interaction|older_low_contract|freq_per_tenure,0.4984,0.4984
401,(log(new_inactive) - payment_per_freq),new_inactive|tenure|payment_per_freq,0.4975,0.4975
402,sqrt(((age / interaction_per_freq) * vip_low_interaction)),age|interaction_per_freq|vip_low_interaction|tenure,0.4984,0.4984
403,sqrt(usage_cluster),usage_cluster|is_older_group,0.4984,0.4984
404,((contract_ratio - usage_cluster))^2,contract_ratio|usage_cluster|tenure,0.4974,0.4974
405,(freq(subscription_type) - interaction_rate),subscription_type|interaction_rate,0.4949,0.4949
406,sqrt((((age + renewal_pressure))^2 + contract_ratio)),age|renewal_pressure|interaction_rate|contract_ratio|is_high_interaction,0.4984,0.4984
