trial,formula,used_features,f1_macro,metric
348,sqrt((after_interaction)^2),after_interaction|interaction_rate|test_1,0.5001,0.5001
349,(contract_length - older_low_contract),contract_length|older_low_contract,0.5001,0.5001
350,(freq(subscription_type) / contract_length),subscription_type|contract_length,0.5001,0.5001
351,log(((older_low_contract / frequent) * vip_low_interaction)),older_low_contract|frequent|vip_low_interaction|payment_per_freq,0.5001,0.5001
352,((gender_age_group * renewal_pressure) + test_1),gender_age_group|renewal_pressure|test_1,0.5001,0.5001
353,(log(contract_ratio))^2,contract_ratio|freq_per_tenure|age,0.5001,0.5001
355,(older_low_contract)^2,older_low_contract|gender_age_group,0.5001,0.5001
356,(((log(renewal_pressure) / frequent) * gender_age_group) * test_2),renewal_pressure|contract_length|frequent|gender_age_group|test_2,0.5001,0.5001
357,((renewal_pressure + is_older_group) * payment_interval),renewal_pressure|is_older_group|payment_interval,0.5001,0.5001
358,(freq(gender) - vip_low_interaction),gender|vip_low_interaction,0.4979,0.4979
359,sqrt(contract_length),contract_length|new_inactive,0.5001,0.5001
360,(log(payment_per_freq) - contract_ratio),payment_per_freq|usage_cluster|contract_ratio,0.5001,0.5001
361,(log((payment_per_freq)^2) / is_older_group),payment_per_freq|test_2|new_inactive|is_older_group,0.4956,0.4956
362,(freq(subscription_type) * gender_age_group),subscription_type|gender_age_group,0.4991,0.4991
363,((interaction_rate * vip_low_interaction) * payment_interval),interaction_rate|vip_low_interaction|payment_interval,0.5001,0.5001
365,((older_low_contract)^2 + test_2),older_low_contract|usage_cluster|test_2,0.4992,0.4992
367,(after_interaction / payment_interval),after_interaction|payment_interval,0.5001,0.5001
368,(sqrt(log(payment_interval)))^2,payment_interval|after_interaction|new_inactive|older_low_contract,0.5001,0.5001
369,((new_inactive + after_interaction) * interaction_per_freq),new_inactive|after_interaction|interaction_per_freq,0.4962,0.4962
370,(log(contract_ratio) - is_older_group),contract_ratio|interaction_rate|is_older_group,0.5001,0.5001
372,((test_1)^2)^2,test_1|payment_per_freq|older_low_contract,0.5001,0.5001
373,(is_high_interaction * payment_interval),is_high_interaction|payment_interval,0.4998,0.4998
374,(log(payment_interval) / interaction_rate),payment_interval|is_high_interaction|interaction_rate,0.4984,0.4984
375,(freq(subscription_type) / payment_per_freq),subscription_type|payment_per_freq,0.4990,0.4990
376,sqrt(frequent),frequent|contract_length,0.5001,0.5001
377,sqrt(((contract_length)^2 * after_interaction)),contract_length|older_low_contract|after_interaction|is_high_interaction,0.5001,0.5001
378,(log(interaction_per_freq) + is_older_group),interaction_per_freq|gender_age_group|is_older_group,0.4971,0.4971
380,log((contract_ratio + is_older_group)),contract_ratio|is_older_group|gender_age_group,0.5001,0.5001
382,(((payment_per_freq - test_2) * frequent) - freq_per_tenure),payment_per_freq|test_2|frequent|freq_per_tenure,0.4985,0.4985
385,((contract_length / frequent) - renewal_pressure),contract_length|frequent|renewal_pressure,0.5001,0.5001
386,((is_high_interaction * contract_ratio) * contract_length),is_high_interaction|contract_ratio|contract_length,0.4998,0.4998
387,(freq(gender) / tenure),gender|tenure,0.4984,0.4984
390,(((new_inactive + older_low_contract) + is_high_interaction) * renewal_pressure),new_inactive|older_low_contract|is_high_interaction|renewal_pressure,0.4984,0.4984
391,(freq(subscription_type) - freq_per_tenure),subscription_type|freq_per_tenure,0.4992,0.4992
393,(sqrt(age))^2,age|payment_interval|renewal_pressure,0.5001,0.5001
394,(log(usage_cluster) / gender_age_group),usage_cluster|interaction_rate|gender_age_group,0.4967,0.4967
395,log(((payment_per_freq)^2 * renewal_pressure)),payment_per_freq|freq_per_tenure|renewal_pressure|new_inactive,0.4995,0.4995
397,(new_inactive * freq_per_tenure),new_inactive|freq_per_tenure,0.5001,0.5001
398,(log(is_older_group) - usage_cluster),is_older_group|new_inactive|usage_cluster,0.5001,0.5001
399,log((freq_per_tenure / new_inactive)),freq_per_tenure|new_inactive|payment_per_freq,0.5001,0.5001
400,(freq(gender) + is_high_interaction),gender|is_high_interaction,0.5001,0.5001
402,((after_interaction + contract_length) * usage_cluster),after_interaction|contract_length|usage_cluster,0.5001,0.5001
403,sqrt(log(usage_cluster)),usage_cluster|after_interaction|is_high_interaction,0.5001,0.5001
405,(((is_high_interaction)^2 + vip_low_interaction) + new_inactive),is_high_interaction|interaction_rate|vip_low_interaction|new_inactive,0.4982,0.4982
406,log(test_2),test_2|interaction_rate,0.5001,0.5001
407,((test_1 * usage_cluster) * is_high_interaction),test_1|usage_cluster|is_high_interaction,0.5001,0.5001
409,log(renewal_pressure),renewal_pressure|gender_age_group,0.5001,0.5001
410,((sqrt(after_interaction) - frequent) / age),after_interaction|freq_per_tenure|frequent|age,0.5001,0.5001
411,((is_high_interaction - contract_ratio))^2,is_high_interaction|contract_ratio|age,0.5001,0.5001
413,((gender_age_group)^2 / is_high_interaction),gender_age_group|after_interaction|is_high_interaction,0.5001,0.5001
414,(is_older_group + payment_interval),is_older_group|payment_interval,0.4990,0.4990
415,(log(contract_ratio) * tenure),contract_ratio|interaction_per_freq|tenure,0.4983,0.4983
417,((test_1 / gender_age_group) + test_2),test_1|gender_age_group|test_2,0.4953,0.4953
418,(frequent)^2,frequent|new_inactive,0.5001,0.5001
419,((log(log(gender_age_group)) * after_interaction))^2,gender_age_group|test_1|new_inactive|after_interaction|older_low_contract,0.4989,0.4989
420,log(((test_2 * payment_per_freq) * older_low_contract)),test_2|payment_per_freq|older_low_contract|contract_length,0.5001,0.5001
422,sqrt(log(renewal_pressure)),renewal_pressure|freq_per_tenure|gender_age_group,0.5001,0.5001
423,(is_older_group)^2,is_older_group|older_low_contract,0.5001,0.5001
424,((vip_low_interaction + contract_length) - new_inactive),vip_low_interaction|contract_length|new_inactive,0.4985,0.4985
426,sqrt(payment_interval),payment_interval|freq_per_tenure,0.5001,0.5001
427,(log(contract_length) * interaction_rate),contract_length|test_1|interaction_rate,0.5001,0.5001
428,((contract_ratio)^2 + interaction_rate),contract_ratio|gender_age_group|interaction_rate,0.5001,0.5001
429,(freq(subscription_type) - older_low_contract),subscription_type|older_low_contract,0.5001,0.5001
431,(freq(subscription_type) - after_interaction),subscription_type|after_interaction,0.4984,0.4984
434,(freq(subscription_type) - payment_interval),subscription_type|payment_interval,0.4988,0.4988
437,(freq(subscription_type) + usage_cluster),subscription_type|usage_cluster,0.4999,0.4999
439,(freq(subscription_type) * older_low_contract),subscription_type|older_low_contract,0.5001,0.5001
442,((log(vip_low_interaction))^2)^2,vip_low_interaction|payment_per_freq|is_high_interaction|payment_interval,0.5001,0.5001
443,(freq_per_tenure * payment_interval),freq_per_tenure|payment_interval,0.4972,0.4972
444,log(interaction_per_freq),interaction_per_freq|new_inactive,0.5001,0.5001
446,sqrt(((older_low_contract / age) / contract_ratio)),older_low_contract|age|contract_ratio|payment_per_freq,0.5001,0.5001
447,(frequent + payment_per_freq),frequent|payment_per_freq,0.4980,0.4980
448,((log(vip_low_interaction) * after_interaction) / gender_age_group),vip_low_interaction|payment_interval|after_interaction|gender_age_group,0.5001,0.5001
449,(freq(gender) * interaction_per_freq),gender|interaction_per_freq,0.4989,0.4989
451,sqrt(interaction_rate),interaction_rate|is_high_interaction,0.5001,0.5001
452,(age * interaction_per_freq),age|interaction_per_freq,0.4995,0.4995
454,(log((gender_age_group - vip_low_interaction)) - test_2),gender_age_group|vip_low_interaction|contract_length|test_2,0.4998,0.4998
455,(log(gender_age_group) * payment_per_freq),gender_age_group|interaction_rate|payment_per_freq,0.4979,0.4979
456,(vip_low_interaction + test_2),vip_low_interaction|test_2,0.4947,0.4947
458,sqrt(log(is_older_group)),is_older_group|test_1|usage_cluster,0.5001,0.5001
459,log(((after_interaction / new_inactive) + interaction_per_freq)),after_interaction|new_inactive|interaction_per_freq|renewal_pressure,0.5000,0.5000
462,((usage_cluster * gender_age_group) * renewal_pressure),usage_cluster|gender_age_group|renewal_pressure,0.5001,0.5001
464,(freq(subscription_type) / interaction_rate),subscription_type|interaction_rate,0.4988,0.4988
465,((is_older_group + vip_low_interaction))^2,is_older_group|vip_low_interaction|gender_age_group,0.5001,0.5001
466,((sqrt(gender_age_group) / tenure) * after_interaction),gender_age_group|test_2|tenure|after_interaction,0.5000,0.5000
467,(log(interaction_per_freq) * tenure),interaction_per_freq|is_high_interaction|tenure,0.4983,0.4983
469,log(log(payment_interval)),payment_interval|age|frequent,0.5001,0.5001
470,(test_1 * tenure),test_1|tenure,0.5001,0.5001
471,(payment_per_freq / freq_per_tenure),payment_per_freq|freq_per_tenure,0.4985,0.4985
473,((log(test_2) + age) + usage_cluster),test_2|renewal_pressure|age|usage_cluster,0.5004,0.5004
474,(log(new_inactive) + test_1),new_inactive|payment_per_freq|test_1,0.4989,0.4989
475,sqrt(((log(contract_length) + older_low_contract) + after_interaction)),contract_length|test_1|older_low_contract|after_interaction|contract_ratio,0.4997,0.4997
477,((log(tenure) + is_high_interaction) + frequent),tenure|interaction_per_freq|is_high_interaction|frequent,0.4979,0.4979
478,(log(payment_interval) + new_inactive),payment_interval|interaction_rate|new_inactive,0.5001,0.5001
479,(log(is_high_interaction) + contract_ratio),is_high_interaction|interaction_rate|contract_ratio,0.5001,0.5001
480,(freq(gender) - freq_per_tenure),gender|freq_per_tenure,0.4964,0.4964
482,(log(is_older_group) + freq_per_tenure),is_older_group|interaction_per_freq|freq_per_tenure,0.4983,0.4983
485,((interaction_rate + test_1) + age),interaction_rate|test_1|age,0.5001,0.5001
486,(sqrt(log(interaction_rate)) + age),interaction_rate|test_2|after_interaction|age,0.4960,0.4960
488,(is_high_interaction - contract_length),is_high_interaction|contract_length,0.4987,0.4987
489,((sqrt(interaction_per_freq) + tenure) + usage_cluster),interaction_per_freq|payment_per_freq|tenure|usage_cluster,0.4988,0.4988
491,((freq_per_tenure * interaction_rate))^2,freq_per_tenure|interaction_rate|gender_age_group,0.4973,0.4973
492,(log(payment_interval) / payment_per_freq),payment_interval|test_2|payment_per_freq,0.4979,0.4979
495,log((vip_low_interaction + contract_length)),vip_low_interaction|contract_length|contract_ratio,0.5001,0.5001
496,(tenure / older_low_contract),tenure|older_low_contract,0.5001,0.5001
497,(log(payment_interval) + is_older_group),payment_interval|test_2|is_older_group,0.5001,0.5001
499,(interaction_rate * vip_low_interaction),interaction_rate|vip_low_interaction,0.5001,0.5001
500,((log(older_low_contract))^2 + usage_cluster),older_low_contract|is_older_group|tenure|usage_cluster,0.5001,0.5001
501,(freq(gender) * older_low_contract),gender|older_low_contract,0.5001,0.5001
502,sqrt(log(test_2)),test_2|older_low_contract|tenure,0.5001,0.5001
503,sqrt(payment_per_freq),payment_per_freq|frequent,0.5001,0.5001
504,((older_low_contract + contract_ratio) / renewal_pressure),older_low_contract|contract_ratio|renewal_pressure,0.4971,0.4971
506,(log(frequent) + contract_ratio),frequent|renewal_pressure|contract_ratio,0.5001,0.5001
507,(log(log(frequent)) / contract_ratio),frequent|older_low_contract|contract_length|contract_ratio,0.5001,0.5001
510,sqrt((freq_per_tenure / new_inactive)),freq_per_tenure|new_inactive|tenure,0.5001,0.5001
511,(log(renewal_pressure) + interaction_per_freq),renewal_pressure|interaction_rate|interaction_per_freq,0.4984,0.4984
513,(((after_interaction + age) * frequent) + is_older_group),after_interaction|age|frequent|is_older_group,0.4989,0.4989
515,((tenure - vip_low_interaction))^2,tenure|vip_low_interaction|after_interaction,0.4998,0.4998
516,(freq(subscription_type) * after_interaction),subscription_type|after_interaction,0.4986,0.4986
518,((payment_per_freq * interaction_per_freq) / test_2),payment_per_freq|interaction_per_freq|test_2,0.4986,0.4986
520,((sqrt(renewal_pressure) + vip_low_interaction) * usage_cluster),renewal_pressure|tenure|vip_low_interaction|usage_cluster,0.5001,0.5001
521,log(log(test_2)),test_2|contract_ratio|is_high_interaction,0.5001,0.5001
522,(interaction_rate + contract_ratio),interaction_rate|contract_ratio,0.5001,0.5001
524,(log(gender_age_group) * contract_length),gender_age_group|older_low_contract|contract_length,0.4947,0.4947
525,(sqrt(sqrt((older_low_contract / is_high_interaction))) - interaction_per_freq),older_low_contract|is_high_interaction|new_inactive|age|interaction_per_freq,0.4994,0.4994
527,(freq(subscription_type) - interaction_per_freq),subscription_type|interaction_per_freq,0.4985,0.4985
528,((new_inactive * freq_per_tenure) * after_interaction),new_inactive|freq_per_tenure|after_interaction,0.5001,0.5001
529,((log(gender_age_group) + new_inactive))^2,gender_age_group|older_low_contract|new_inactive|payment_per_freq,0.4985,0.4985
530,(freq(gender) / usage_cluster),gender|usage_cluster,0.4982,0.4982
532,((contract_length)^2)^2,contract_length|is_high_interaction|test_2,0.5001,0.5001
533,((is_older_group + interaction_per_freq) / usage_cluster),is_older_group|interaction_per_freq|usage_cluster,0.5001,0.5001
534,(freq(subscription_type) / vip_low_interaction),subscription_type|vip_low_interaction,0.5001,0.5001
536,((log(interaction_rate) * contract_length) / renewal_pressure),interaction_rate|older_low_contract|contract_length|renewal_pressure,0.4987,0.4987
538,((interaction_per_freq * frequent) - interaction_rate),interaction_per_freq|frequent|interaction_rate,0.4982,0.4982
539,(usage_cluster / freq_per_tenure),usage_cluster|freq_per_tenure,0.5001,0.5001
540,(log(tenure) + is_high_interaction),tenure|payment_per_freq|is_high_interaction,0.4988,0.4988
541,(freq(gender) - contract_ratio),gender|contract_ratio,0.4978,0.4978
542,log((is_high_interaction)^2),is_high_interaction|age|new_inactive,0.5001,0.5001
543,(((test_1 - frequent) * interaction_rate) - is_high_interaction),test_1|frequent|interaction_rate|is_high_interaction,0.5001,0.5001
546,sqrt((test_2 + is_high_interaction)),test_2|is_high_interaction|gender_age_group,0.4992,0.4992
549,((frequent)^2 + is_high_interaction),frequent|freq_per_tenure|is_high_interaction,0.4989,0.4989
550,(sqrt(older_low_contract) * is_older_group),older_low_contract|payment_per_freq|is_older_group,0.5001,0.5001
551,(freq_per_tenure * vip_low_interaction),freq_per_tenure|vip_low_interaction,0.5001,0.5001
552,(freq(subscription_type) * frequent),subscription_type|frequent,0.4988,0.4988
553,((log(after_interaction))^2 * is_high_interaction),after_interaction|test_1|frequent|is_high_interaction,0.5001,0.5001
554,(log(payment_interval) - is_older_group),payment_interval|after_interaction|is_older_group,0.5001,0.5001
556,(contract_ratio + is_high_interaction),contract_ratio|is_high_interaction,0.5001,0.5001
557,((new_inactive / interaction_rate) / age),new_inactive|interaction_rate|age,0.5001,0.5001
558,(((age)^2 * interaction_rate) + renewal_pressure),age|contract_ratio|interaction_rate|renewal_pressure,0.5001,0.5001
559,(freq(gender) / interaction_rate),gender|interaction_rate,0.4957,0.4957
561,log(log(contract_length)),contract_length|interaction_per_freq|test_2,0.5001,0.5001
562,((vip_low_interaction * older_low_contract) + age),vip_low_interaction|older_low_contract|age,0.5004,0.5004
564,(frequent * gender_age_group),frequent|gender_age_group,0.5001,0.5001
565,((frequent * payment_per_freq) + interaction_per_freq),frequent|payment_per_freq|interaction_per_freq,0.5001,0.5001
566,((frequent * contract_length) + new_inactive),frequent|contract_length|new_inactive,0.5001,0.5001
568,(((interaction_per_freq * vip_low_interaction) + renewal_pressure) / is_older_group),interaction_per_freq|vip_low_interaction|renewal_pressure|is_older_group,0.4979,0.4979
569,(frequent * is_high_interaction),frequent|is_high_interaction,0.5001,0.5001
570,((((tenure * older_low_contract) + frequent) * is_older_group) * payment_per_freq),tenure|older_low_contract|frequent|is_older_group|payment_per_freq,0.4971,0.4971
572,((is_high_interaction * freq_per_tenure) + frequent),is_high_interaction|freq_per_tenure|frequent,0.4984,0.4984
573,((renewal_pressure * test_1) + tenure),renewal_pressure|test_1|tenure,0.5001,0.5001
575,(gender_age_group * test_1),gender_age_group|test_1,0.4989,0.4989
576,(log(age) + tenure),age|payment_per_freq|tenure,0.4989,0.4989
577,((sqrt(test_2) + is_high_interaction))^2,test_2|vip_low_interaction|is_high_interaction|tenure,0.4992,0.4992
578,(freq(gender) - age),gender|age,0.4988,0.4988
579,(usage_cluster + age),usage_cluster|age,0.5001,0.5001
580,sqrt(log(is_high_interaction)),is_high_interaction|payment_per_freq|interaction_per_freq,0.5001,0.5001
581,(log(usage_cluster) + new_inactive),usage_cluster|age|new_inactive,0.5001,0.5001
583,(is_high_interaction * vip_low_interaction),is_high_interaction|vip_low_interaction,0.5001,0.5001
584,sqrt(((renewal_pressure / new_inactive))^2),renewal_pressure|new_inactive|gender_age_group|tenure,0.5001,0.5001
587,(contract_length + contract_ratio),contract_length|contract_ratio,0.4959,0.4959
588,(log(after_interaction) / payment_interval),after_interaction|payment_per_freq|payment_interval,0.4989,0.4989
590,(((test_1 * new_inactive) + interaction_per_freq) + renewal_pressure),test_1|new_inactive|interaction_per_freq|renewal_pressure,0.4991,0.4991
591,(frequent - new_inactive),frequent|new_inactive,0.5001,0.5001
593,log(sqrt(interaction_rate)),interaction_rate|tenure|vip_low_interaction,0.5001,0.5001
595,sqrt(log(contract_ratio)),contract_ratio|payment_per_freq|interaction_rate,0.5001,0.5001
596,(freq(gender) - test_2),gender|test_2,0.5001,0.5001
597,(log(gender_age_group) + contract_ratio),gender_age_group|payment_interval|contract_ratio,0.5001,0.5001
598,(((contract_ratio + test_1))^2 / test_2),contract_ratio|test_1|freq_per_tenure|test_2,0.5001,0.5001
599,(after_interaction / contract_length),after_interaction|contract_length,0.5001,0.5001
600,(freq(subscription_type) / new_inactive),subscription_type|new_inactive,0.5001,0.5001
601,((is_high_interaction * new_inactive) - usage_cluster),is_high_interaction|new_inactive|usage_cluster,0.5000,0.5000
603,(freq(gender) / older_low_contract),gender|older_low_contract,0.5001,0.5001
604,(log(test_2) / payment_interval),test_2|is_high_interaction|payment_interval,0.4973,0.4973
605,((sqrt(payment_interval) + new_inactive) - contract_ratio),payment_interval|after_interaction|new_inactive|contract_ratio,0.5001,0.5001
606,(log(new_inactive) + contract_ratio),new_inactive|gender_age_group|contract_ratio,0.5001,0.5001
608,(payment_interval * renewal_pressure),payment_interval|renewal_pressure,0.5001,0.5001
609,log((is_older_group + interaction_per_freq)),is_older_group|interaction_per_freq|payment_interval,0.4966,0.4966
612,(test_2 / gender_age_group),test_2|gender_age_group,0.5001,0.5001
613,(renewal_pressure - frequent),renewal_pressure|frequent,0.4983,0.4983
615,((log(age))^2 * payment_per_freq),age|interaction_per_freq|gender_age_group|payment_per_freq,0.5001,0.5001
616,((payment_per_freq * gender_age_group) + renewal_pressure),payment_per_freq|gender_age_group|renewal_pressure,0.5001,0.5001
617,(log(freq_per_tenure) - older_low_contract),freq_per_tenure|test_2|older_low_contract,0.4986,0.4986
619,(renewal_pressure + gender_age_group),renewal_pressure|gender_age_group,0.5001,0.5001
620,((log(gender_age_group) / renewal_pressure) / interaction_per_freq),gender_age_group|older_low_contract|renewal_pressure|interaction_per_freq,0.4978,0.4978
621,(freq(gender) + after_interaction),gender|after_interaction,0.4981,0.4981
624,((((is_high_interaction * gender_age_group) + payment_per_freq) + frequent) / new_inactive),is_high_interaction|gender_age_group|payment_per_freq|frequent|new_inactive,0.5001,0.5001
625,(freq(gender) * renewal_pressure),gender|renewal_pressure,0.5001,0.5001
626,sqrt(log(contract_length)),contract_length|interaction_rate|after_interaction,0.5001,0.5001
627,((frequent / contract_length) + payment_interval),frequent|contract_length|payment_interval,0.4968,0.4968
629,(((test_1 + age))^2)^2,test_1|age|test_2|vip_low_interaction,0.5001,0.5001
631,((is_high_interaction * new_inactive) - gender_age_group),is_high_interaction|new_inactive|gender_age_group,0.4987,0.4987
632,(freq(gender) - usage_cluster),gender|usage_cluster,0.4970,0.4970
634,(log(tenure) / usage_cluster),tenure|new_inactive|usage_cluster,0.5001,0.5001
635,((log(contract_length) * is_older_group) * payment_interval),contract_length|vip_low_interaction|is_older_group|payment_interval,0.4969,0.4969
637,(sqrt(new_inactive) + interaction_rate),new_inactive|payment_per_freq|interaction_rate,0.4998,0.4998
638,(vip_low_interaction + renewal_pressure),vip_low_interaction|renewal_pressure,0.5001,0.5001
640,log((after_interaction * contract_length)),after_interaction|contract_length|renewal_pressure,0.5001,0.5001
641,(interaction_per_freq - vip_low_interaction),interaction_per_freq|vip_low_interaction,0.4998,0.4998
642,(log(interaction_per_freq) * contract_length),interaction_per_freq|renewal_pressure|contract_length,0.5001,0.5001
644,(is_high_interaction / age),is_high_interaction|age,0.4988,0.4988
645,sqrt(sqrt(log(payment_interval))),payment_interval|contract_ratio|vip_low_interaction|usage_cluster,0.5001,0.5001
646,(freq(subscription_type) - payment_per_freq),subscription_type|payment_per_freq,0.4984,0.4984
647,((freq_per_tenure * contract_length) + tenure),freq_per_tenure|contract_length|tenure,0.5001,0.5001
649,(interaction_rate + contract_length),interaction_rate|contract_length,0.4979,0.4979
651,((payment_interval)^2 - new_inactive),payment_interval|interaction_per_freq|new_inactive,0.4986,0.4986
652,((log(test_1) / gender_age_group) - interaction_per_freq),test_1|usage_cluster|gender_age_group|interaction_per_freq,0.4947,0.4947
655,((new_inactive * payment_per_freq) * usage_cluster),new_inactive|payment_per_freq|usage_cluster,0.5001,0.5001
658,((log(after_interaction) + new_inactive) / freq_per_tenure),after_interaction|gender_age_group|new_inactive|freq_per_tenure,0.4981,0.4981
659,log((payment_interval / older_low_contract)),payment_interval|older_low_contract|is_older_group,0.5001,0.5001
660,((test_1 + vip_low_interaction) + is_high_interaction),test_1|vip_low_interaction|is_high_interaction,0.4992,0.4992
665,sqrt((interaction_rate * test_1)),interaction_rate|test_1|gender_age_group,0.5001,0.5001
667,((sqrt(test_1) + usage_cluster) + gender_age_group),test_1|renewal_pressure|usage_cluster|gender_age_group,0.5001,0.5001
670,(older_low_contract + interaction_rate),older_low_contract|interaction_rate,0.5001,0.5001
671,((is_older_group * after_interaction) - interaction_per_freq),is_older_group|after_interaction|interaction_per_freq,0.4977,0.4977
673,(vip_low_interaction)^2,vip_low_interaction|older_low_contract,0.5001,0.5001
674,((log(contract_length) / vip_low_interaction) * age),contract_length|freq_per_tenure|vip_low_interaction|age,0.5001,0.5001
675,(freq(subscription_type) * is_high_interaction),subscription_type|is_high_interaction,0.5001,0.5001
676,((renewal_pressure - after_interaction) * is_older_group),renewal_pressure|after_interaction|is_older_group,0.5001,0.5001
677,log((renewal_pressure / payment_per_freq)),renewal_pressure|payment_per_freq|gender_age_group,0.4989,0.4989
680,(log(is_older_group) + test_1),is_older_group|tenure|test_1,0.5001,0.5001
681,((((after_interaction * interaction_rate) * gender_age_group) / frequent) + age),after_interaction|interaction_rate|gender_age_group|frequent|age,0.4994,0.4994
683,(sqrt((is_high_interaction + tenure)) + gender_age_group),is_high_interaction|tenure|vip_low_interaction|gender_age_group,0.4985,0.4985
684,(log(freq_per_tenure) + test_1),freq_per_tenure|payment_per_freq|test_1,0.4986,0.4986
687,(sqrt(is_high_interaction) - test_2),is_high_interaction|is_older_group|test_2,0.4956,0.4956
689,(((older_low_contract * contract_length))^2)^2,older_low_contract|contract_length|age|contract_ratio,0.5001,0.5001
691,(log(payment_per_freq) / older_low_contract),payment_per_freq|new_inactive|older_low_contract,0.5001,0.5001
692,(vip_low_interaction / renewal_pressure),vip_low_interaction|renewal_pressure,0.5001,0.5001
694,(log(new_inactive) * vip_low_interaction),new_inactive|frequent|vip_low_interaction,0.5001,0.5001
695,(after_interaction + contract_ratio),after_interaction|contract_ratio,0.5001,0.5001
696,sqrt(((age)^2 + interaction_per_freq)),age|is_older_group|interaction_per_freq|test_1,0.4960,0.4960
699,((test_1 * payment_per_freq) + contract_ratio),test_1|payment_per_freq|contract_ratio,0.5001,0.5001
702,((sqrt(payment_interval) * payment_per_freq) * interaction_rate),payment_interval|test_2|payment_per_freq|interaction_rate,0.5001,0.5001
703,sqrt((frequent - interaction_per_freq)),frequent|interaction_per_freq|vip_low_interaction,0.4984,0.4984
706,(renewal_pressure + contract_ratio),renewal_pressure|contract_ratio,0.5001,0.5001
709,log(((age * is_high_interaction) - interaction_rate)),age|is_high_interaction|interaction_rate|new_inactive,0.4978,0.4978
710,(log(frequent) + payment_per_freq),frequent|interaction_rate|payment_per_freq,0.5001,0.5001
712,((interaction_per_freq / test_1) / new_inactive),interaction_per_freq|test_1|new_inactive,0.5001,0.5001
714,(log(test_1) * gender_age_group),test_1|freq_per_tenure|gender_age_group,0.4974,0.4974
716,(is_high_interaction * is_older_group),is_high_interaction|is_older_group,0.5001,0.5001
717,log((usage_cluster + payment_interval)),usage_cluster|payment_interval|contract_length,0.5001,0.5001
719,(((frequent)^2 + usage_cluster) - renewal_pressure),frequent|tenure|usage_cluster|renewal_pressure,0.4989,0.4989
720,sqrt(sqrt(frequent)),frequent|renewal_pressure|vip_low_interaction,0.5001,0.5001
723,(log(age) * interaction_per_freq),age|payment_per_freq|interaction_per_freq,0.4998,0.4998
724,(interaction_rate * tenure),interaction_rate|tenure,0.4988,0.4988
725,(log(interaction_rate) + older_low_contract),interaction_rate|interaction_per_freq|older_low_contract,0.5001,0.5001
726,(freq(gender) / contract_length),gender|contract_length,0.5001,0.5001
727,(((gender_age_group / payment_per_freq) - is_high_interaction) / frequent),gender_age_group|payment_per_freq|is_high_interaction|frequent,0.4957,0.4957
728,((age + new_inactive))^2,age|new_inactive|contract_length,0.5001,0.5001
731,((log(payment_interval) / age) + contract_length),payment_interval|test_1|age|contract_length,0.5001,0.5001
732,(new_inactive * payment_interval),new_inactive|payment_interval,0.5001,0.5001
734,(log(tenure) * interaction_rate),tenure|test_1|interaction_rate,0.4998,0.4998
735,(sqrt(payment_per_freq) + contract_ratio),payment_per_freq|freq_per_tenure|contract_ratio,0.5001,0.5001
736,(after_interaction - renewal_pressure),after_interaction|renewal_pressure,0.4987,0.4987
737,(freq(gender) - gender_age_group),gender|gender_age_group,0.5001,0.5001
740,(freq(subscription_type) / interaction_per_freq),subscription_type|interaction_per_freq,0.4990,0.4990
741,((new_inactive + frequent) * contract_ratio),new_inactive|frequent|contract_ratio,0.4983,0.4983
742,(contract_length)^2,contract_length|is_older_group,0.5001,0.5001
743,((tenure * payment_interval) + payment_per_freq),tenure|payment_interval|payment_per_freq,0.4980,0.4980
745,(((interaction_per_freq / vip_low_interaction))^2 * usage_cluster),interaction_per_freq|vip_low_interaction|after_interaction|usage_cluster,0.5001,0.5001
747,(freq(subscription_type) + interaction_rate),subscription_type|interaction_rate,0.4994,0.4994
748,log(((log(usage_cluster) - new_inactive) / test_2)),usage_cluster|payment_interval|new_inactive|test_2|contract_length,0.4951,0.4951
749,(((usage_cluster * test_2) / older_low_contract) + contract_length),usage_cluster|test_2|older_low_contract|contract_length,0.5001,0.5001
750,(log(after_interaction) + gender_age_group),after_interaction|is_high_interaction|gender_age_group,0.4974,0.4974
751,(freq(gender) * frequent),gender|frequent,0.4991,0.4991
752,(age + vip_low_interaction),age|vip_low_interaction,0.4996,0.4996
753,(sqrt(payment_per_freq) * renewal_pressure),payment_per_freq|interaction_per_freq|renewal_pressure,0.5001,0.5001
755,(freq(gender) - older_low_contract),gender|older_low_contract,0.5001,0.5001
756,log(log(vip_low_interaction)),vip_low_interaction|interaction_rate|contract_length,0.5001,0.5001
759,log(sqrt((tenure * new_inactive))),tenure|new_inactive|frequent|older_low_contract,0.5001,0.5001
760,(is_older_group / interaction_rate),is_older_group|interaction_rate,0.4993,0.4993
761,(log(usage_cluster) * vip_low_interaction),usage_cluster|is_older_group|vip_low_interaction,0.5001,0.5001
763,(contract_length + new_inactive),contract_length|new_inactive,0.5001,0.5001
764,(((age)^2 + usage_cluster))^2,age|frequent|usage_cluster|payment_interval,0.4993,0.4993
766,(log(is_high_interaction))^2,is_high_interaction|vip_low_interaction|payment_interval,0.5001,0.5001
767,((age - older_low_contract) - test_1),age|older_low_contract|test_1,0.4951,0.4951
768,(is_older_group * freq_per_tenure),is_older_group|freq_per_tenure,0.4995,0.4995
770,(log(payment_per_freq) / tenure),payment_per_freq|frequent|tenure,0.4965,0.4965
