TIMESTAMP,포함된 FEATURE,F1 MACRO,ACCURACY
2025-09-15 16:48:43,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, payment_freq_alignment, renewal_pressure, gender_age_group, usage_cluster",0.4916,0.5071
2025-09-15 16:48:52,"is_older_group, new_inactive, is_high_payment_interval, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:49:00,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, interaction_rate, contract_ratio, renewal_pressure, subscription_code, gender_age_group, usage_cluster",0.4917,0.5072
2025-09-15 16:49:09,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:49:18,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:49:26,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:49:35,"is_older_group, older_and_member, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4917,0.5073
2025-09-15 16:49:42,"is_older_group, vip_inactive, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4915,0.5070
2025-09-15 16:49:51,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:50:00,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4912,0.5068
2025-09-15 16:50:09,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:50:18,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:50:27,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:50:36,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:50:44,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group",0.4918,0.5077
2025-09-15 16:50:53,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:51:02,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:51:11,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:51:19,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, renewal_pressure, gender_age_group, usage_cluster",0.4916,0.5075
2025-09-15 16:51:28,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:51:37,"is_older_group, is_long_contract, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4918,0.5076
2025-09-15 16:51:45,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, short_tenure_high_interval, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4917,0.5073
2025-09-15 16:51:52,"is_older_group, new_inactive, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4910,0.5068
2025-09-15 16:52:01,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:52:10,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:52:19,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:52:28,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:52:37,"is_low_frequency, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:52:46,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:52:55,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:53:04,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:53:13,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:53:22,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:53:30,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, gender_age_group, usage_cluster",0.4915,0.5071
2025-09-15 16:53:39,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:53:48,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:53:57,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:54:06,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:54:15,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, usage_cluster",0.4916,0.5071
2025-09-15 16:54:24,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:54:33,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, payment_freq_alignment, renewal_pressure, gender_age_group, usage_cluster",0.4916,0.5071
2025-09-15 16:54:41,"is_older_group, new_inactive, is_high_payment_interval, is_high_interaction, freq_per_tenure, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, subscription_code, gender_age_group, usage_cluster",0.4912,0.5068
2025-09-15 16:54:49,"is_older_group, older_and_member, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4920,0.5077
2025-09-15 16:54:56,"is_older_group, vip_inactive, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4915,0.5070
2025-09-15 16:55:05,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:55:14,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:55:23,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:55:32,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:55:41,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:55:50,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:55:59,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group",0.4918,0.5071
2025-09-15 16:56:08,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:56:17,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:56:26,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:56:35,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:56:44,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:56:53,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:57:02,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:57:11,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:57:20,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:57:28,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, renewal_pressure, gender_age_group, usage_cluster",0.4916,0.5075
2025-09-15 16:57:37,"is_older_group, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4918,0.5076
2025-09-15 16:57:46,"is_older_group, new_inactive, is_long_contract, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:57:54,"is_older_group, new_inactive, interaction_per_freq, payment_per_freq, short_tenure_high_interval, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4915,0.5072
2025-09-15 16:58:03,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:58:12,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:58:21,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:58:30,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:58:39,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:58:48,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:58:57,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:59:06,"is_older_group, is_low_frequency, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:59:15,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:59:24,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:59:33,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:59:42,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:59:51,"new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:00:00,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:00:10,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:00:19,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:00:28,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:00:37,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:00:46,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:00:54,"is_older_group, older_and_member, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4917,0.5073
2025-09-15 17:01:03,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:01:12,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:01:21,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:01:30,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:01:39,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:01:47,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, gender_age_group, usage_cluster",0.4915,0.5071
2025-09-15 17:01:56,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, usage_cluster",0.4916,0.5071
2025-09-15 17:02:05,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:02:13,"is_older_group, new_inactive, is_high_payment_interval, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, interaction_rate, contract_ratio, payment_freq_alignment, renewal_pressure, gender_age_group, usage_cluster",0.4915,0.5073
2025-09-15 17:02:22,"is_older_group, vip_inactive, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, subscription_code, gender_age_group, usage_cluster",0.4922,0.5077
2025-09-15 17:02:31,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:02:40,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:02:49,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:02:58,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:03:07,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:03:16,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:03:25,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:03:34,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:03:42,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, contract_ratio, renewal_pressure, gender_age_group",0.4918,0.5077
2025-09-15 17:03:51,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:04:00,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:04:09,"is_older_group, is_low_frequency, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:04:18,"is_older_group, is_low_frequency, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:04:26,"is_older_group, is_low_frequency, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4912,0.5068
2025-09-15 17:04:35,"is_older_group, is_low_frequency, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:04:44,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:04:53,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:05:02,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:05:11,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:05:20,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 17:05:29,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
